,code,title
824,MH208,Biological and Biomedical Sciences
825,MH209,Psychology (through Science) - 4 years
826,MH210,Pharmaceutical and Biomedical Chemistry
827,MH212,Science|Maths and Computer Science|Mathematics (wi
828,MH304,Engineering (Computer/Electronic/Communications)
829,MH305,Product Design
830,MH306,Robotics and Intelligent Devices
831,MH401,Finance (options)
832,MH402,uantitative Finance
833,MH403,ccounting and Finance
834,MH404,Business (options)
835,MH407,Business and ccounting
836,MH411,Entrepreneurship
837,MH501,LLB Law - four year Single Major Law programme
838,MH502,Law (options)
839,MH601,Computer Science through rts (options)
840,MH602,Computer Science through Science (options)
841,MH603,Computational Thinking
842,MH801,Early Childhood - Teaching and Learning (part-time
843,MH802,Community and Youth Work (part-time  in service)
844,MH803,Local Studies/Community Studies (part-time  evenin
845,S001,Education  Home Economics and Biology - with concu
846,S002,Education  Home Economics and Religious Ed - with
847,S003,Education  Home Economics and Irish - with concurr
848,S051,Nutrition  Food and Business Management
849,S054,Home Economics
850,S110,General Nursing
851,S130,Intellectual Disability Nursing
852,SG141,Business
853,SG145,Business and ICT
854,SG146,ccounting
855,SG147,Sport with Business
856,SG148,Tourism with Event Management
857,SG150,Business in Marketing
858,SG241,Performing rts
859,SG242,Early Childhood Care and Education
860,SG243,Social Care Practice
861,SG244,Fine rt
862,SG245,Creative Design
863,SG246,Computing
864,SG247,English and Psychology
865,SG248,Sociology and Politics
866,SG249,Writing and Literature
867,SG252,Software Development
868,SG253,Computing in Computer Networks and Cyber Security
869,SG254,Writing and Literature Online
870,SG255,Law and Business
871,SG341,General Engineering
872,SG342,Civil Engineering
873,SG343,uantity Surveying
874,SG344,Mechanical Engineering
875,SG346,Construction Project Management and pplied Techno
876,SG347,rchitecture
877,SG348,Interior rchitecture and Design
878,SG349,Electronics and Self Driving Technologies
879,SG350,Robotics and utomation
880,SG442,Occupational Safety and Health
881,SG443,Human Nutrition
882,SG444,Science Undenominated
883,SG445,Pharmaceutical Science with Drug Development
884,SG447,Health Science and Physical ctivity
885,SG448,Forensic Investigation and nalysis
886,SG449,Medical Biotechnology
887,SG450,Environmental Science with Ecology (Level 8)
888,TL801,nimation  Visual Effects and Motion Design (Level
889,TL802,TV  Radio and New Media (Level 8)
890,TL810,Computing with Software Development
891,TL811,Computing with Games Development
892,TL815,Computing (Degree ward options)
893,TL823,Event Management (3 year programme)
894,TL831,Business Studies (Major Specialism in: cctng or M
895,TL842,Construction Management
896,TL844,gricultural Engineering
897,TL845,Civil Engineering
898,TL847,Manufacturing Engineering
899,TL848,gricultural Science
900,TL851,Wildlife Biology (Degree ward options)
901,TL855,Pharmaceutical Science (Degree ward options)
902,TL858,Veterinary Bioscience
903,TL871,Health and Leisure (Degree ward options)
904,TL872,Health and Leisure with Massage
905,TL873,Coaching and Sports Performance
906,TL874,Inclusive Sport and Physical ctivity
907,TL880,Early Childhood Care and Education
908,TL881,Social Care
909,TL889,Counselling with ddiction - Mature applicants onl
910,TL890,General Nursing and Mature pplicants
911,TL891,Mental Health Nursing and Mature pplicants
912,WD001,pplied Computing (options)
913,WD002,Science (options)
914,WD005,Health Sciences (options)
915,WD006,Exercise Sciences (options)
916,WD007,Engineering (options)
917,WD025,Construction Management and Engineering
918,WD027,Music
919,WD048,Business (options)
920,WD084,ccounting
921,WD091,Hospitality Management
922,WD116,General Nursing
923,WD117,Psychiatric Nursing
924,WD120,Intellectual Disability Nursing
925,WD134,International Business
926,WD137,Design (Visual Communications)
927,WD140,Laws
928,WD144,rchitecture
929,WD147,Pharmaceutical Science
930,WD150,Criminal Justice Studies
931,WD152,Visual rt
932,WD161,Computer Forensics and Security
933,WD162,uantity Surveying
934,WD163,Psychology
935,WD186,Sports Coaching and Performance
936,WD187,Social Science
937,WD191,gricultural Science
938,WD192,Social Care Practice
939,WD193,Marketing and Digital Media
940,WD194,Culinary rts
941,WD195,rchitectural and Building Information Modelling T
942,WD200,rts (options)
943,WD210,Software Systems Development
944,WD211,Creative Computing
945,WD212,Recreation and Sport Management
946,WD230,Mechanical and Manufacturing Engineering
947,WD231,Early Childhood Care and Education
948,WD232,Business Information Systems
949,AC120,International Business
950,AC137,Liberal Arts
951,AD101,First Year Art & Design (Common Entryportfolio)
952,AD102,Graphic Design and Moving Image Design (portfolio)
953,AD103,Textile & Surface Design and Jewellery & Objects (portfolio)
954,AD202,Education & Design or Fine Art (Second Level Teachingportfolio))
955,AD204,Fine Art (portfolio)
956,AD211,Fashion Design (portfolio)
957,AD212,Product Design (portfolio)
958,AD215,Visual Culture
959,AD217,Illustration (portfolio)
960,AD222,Interaction Design (portfolio)
961,AL801,Software Design with Virtual Reality and Gaming
962,AL802,Software Design with Artificial Intelligence for Cloud Computing
963,AL803,Software Design with Mobile Apps and Connected Devices
964,AL805,Computer Engineering with Network Infrastructure
965,AL810,Quantity Surveying
966,AL811,Civil Engineering
967,AL820,Mechanical and Polymer Engineering
968,AL830,General Nursing
969,AL832,Psychiatric Nursing
970,AL836,Nutrition and Health Science
971,AL837,Sports Science with Exercise Physiology
972,AL838,Biotechnology
973,AL839,Microbiology
974,AL840,Pharmaceutical Sciences
975,AL841,Athletic and Rehabilitation Therapy
976,AL842,Bioveterinary Science
977,AL843,Physical Activity and Health Science
978,AL850,Business
979,AL851,Business and Law
980,AL852,Accounting
981,AL854,Sport Management (with international placement)
982,AL855,Hospitality Management (with international placement)
983,AL857,Digital Marketing
984,AL860,Social Care Practice
985,AL861,Animation and Illustration (portfolio)
986,AL863,Graphic and Digital Design (portfolio)
987,AL864,Early Years Care and Education
988,AL870,Applied Psychology
989,AS001,Education Home Economics and Biology - with concurrent Teacher Ed
990,AS002,Education Home Economics and Religious Ed - with concurrent Teacher Ed
991,AS003,Education Home Economics and Irish - with concurrent Teacher Ed
992,AS051,Nutrition Food and Business Management
993,AS054,Home Economics
994,AS110,General Nursing
995,AS130,Intellectual Disability Nursing
996,CI110,Counselling and Psychotherapy
997,CI111,Counselling and Addiction Studies
998,CI112,Counselling and Youth Studies
999,CK101,Arts - 3 years
1000,CK102,Social Science
1001,CK104,Arts with Music - 3 or 4 years (BMus or Chinese/European/Int`l Pathway)
1002,CK105,Film and Screen Media - 3 years or 4 years (International Pathway)
1003,CK107,Geographical and Archaeological Sciences - 3 or 4 years (Int`l Pathway)
1004,CK108,Arts International - 4 years
1005,CK109,English - 3 years or 4 years (International Pathway)
1006,CK110,World Languages
1007,CK111,Early Years and Childhood Studies
1008,CK112,Theatre and Performative Practices - 3 or 4 years (Int`l Pathway)
1009,CK113,Criminology - 3 years or 4 years (International Pathway)
1010,CK114,Social Science (Youth and Community Work) - 3 years
1011,CK115,Social Work - Mature Applicants only
1012,CK118,Digital Humanities and IT - 3 or 4 years (Work Exper. or Int`l Pathway)
1013,CK120,Applied Psychology
1014,CK121,Psychology and Computing - 3 or 4 years (Work Experience Pathway)
1015,CK122,Government and Political Science
1016,CK123,Anthropology
1017,CK124,Education - Gaeilge
1018,CK125,Sports Studies and Physical Education
1019,CK201,Commerce
1020,CK202,Accounting
1021,CK203,Business Information Systems
1022,CK204,Finance
1023,CK205,Commerce (International) with French
1024,CK206,Commerce (International) with German
1025,CK207,Commerce (International) with Italian
1026,CK208,Commerce (International) with Hispanic Studies
1027,CK209,Commerce (International) with Irish
1028,CK211,Commerce (International) with Chinese Studies
1029,CK212,Economics (through Transformational Learning) 3 or 4 years Int`l Pathway
1030,CK213,Food Marketing and Entrepreneurship
1031,CK214,International Development
1032,CK301,Law (Pathways) -  3 or 4 years
1033,CK302,Law and French
1034,CK304,Law and Irish
1035,CK307,Law and Business
1036,CK401,Computer Science
1037,CK402,Biological and Chemical Sciences
1038,CK404,Biological Earth and Environmental Sciences
1039,CK405,Genetics
1040,CK406,Chemical Sciences
1041,CK407,Mathematical Sciences
1042,CK408,Physics and Astrophysics
1043,CK409,Industrial Physics - Offered jointly by UCC and CIT
1044,CK411,Data Science and Analytics
1045,CK412,Agricultural Science
1046,CK504,Nutritional Sciences
1047,CK505,Food Science
1048,CK600,Engineering
1049,CK606,Architecture - Offered jointly by UCC and CIT
1050,CK701,Medicine (Undergraduate Entry - HPAT required)
1051,CK702,Dentistry
1052,CK703,Pharmacy
1053,CK704,Occupational Therapy
1054,CK705,Speech and Language Therapy
1055,CK706,Public Health Sciences
1056,CK707,Medical and Health Sciences
1057,CK710,General Nursing
1058,CK712,Children`s and General Nursing (Integrated)
1059,CK720,Mental Health Nursing
1060,CK730,Intellectual Disability Nursing
1061,CK740,Midwifery
1062,CK791,Medicine  - Graduate Entry (GAMSAT required)
1063,CM001,Education - Primary Teaching
1064,CM002,Education - Primary Teaching - Gaeltacht Applicants
1065,CM003,Oideachas - Bunmhúinteoireacht Trí Mheán na Gaeilge – Gaeltacht
1066,CM004,Oideachas - Bunmhúinteoireacht Trí Mheán na Gaeilge – Gaeltacht
1067,CM010,Education Studies
1068,CM020,Early Childhood Education
1069,CR105,Chemical and Biopharmaceutical Engineering
1070,CR106,Software Development
1071,CR108,Mechanical Engineering
1072,CR109,Structural Engineering
1073,CR110,Automotive Business Management and Technology
1074,CR112,Creative Digital Media
1075,CR116,Computer Systems
1076,CR121,Music at CIT Cork School of Music
1077,CR125,Popular Music: Electric Bass Guitar at CIT Cork School of Music
1078,CR126,Popular Music: Drums at CIT Cork School of Music
1079,CR127,Popular Music: Electric Guitar at CIT Cork School of Music
1080,CR128,Popular Music: Keyboards at CIT Cork School of Music
1081,CR129,Popular Music: Voice at CIT Cork School of Music
1082,CR130,Musical Theatre at CIT Cork School of Music
1083,CR150,Business Information Systems
1084,CR210,Contemporary Applied Art (Ceramics Glass Textiles) at CIT Crawford
1085,CR220,Fine Art at CIT Crawford College of Art and Design
1086,CR225,Photography with New Media
1087,CR305,Physical Sciences (Common Entry)
1088,CR310,IT Management
1089,CR320,Biomedical Science - Offered jointly by CIT and UCC
1090,CR325,Pharmaceutical Biotechnology
1091,CR333,Nutrition and Health Science
1092,CR335,Biological Sciences (Common Entry)
1093,CR340,Analytical Chemistry with Quality Assurance
1094,CR360,Instrument Engineering
1095,CR365,Environmental Science and Sustainable Technology
1096,CR370,Agri-Biosciences
1097,CR400,Accounting
1098,CR420,Marketing
1099,CR425,International Business with Language
1100,CR430,Sport and Exercise Management
1101,CR440,Montessori Education
1102,CR500,Engineering (Common Entry)
1103,CR510,Sustainable Energy Engineering
1104,CR520,Biomedical Engineering
1105,CR560,Architectural Technology
1106,CR565,Interior Architecture
1107,CR570,Quantity Surveying
1108,CR572,Construction Management
1109,CR580,Electrical Engineering
1110,CR590,Electronic Engineering
1111,CR600,Visual Communications
1112,CR660,Tourism Management
1113,CR700,Theatre and Drama Studies at CIT Cork School of Music
1114,CT125,Information Technology
1115,CT325,Business
1116,CW018,Business (options)
1117,CW028,Early Childhood Education and Care
1118,CW038,Art (portfolio)
1119,CW058,Tourism and Event Management
1120,CW068,Applied Social Studies in Professional Social Care
1121,CW078,Sustainable Farm Management and Agribusiness
1122,CW088,Visual Communications and Design
1123,CW108,Science (options)
1124,CW128,Brewing and Distilling
1125,CW138,Sport and Exercise Science
1126,CW148,Strength and Conditioning
1127,CW188,Sport Rehabilitation and Athletic Therapy
1128,CW208,Computer Games Development
1129,CW238,Software Development
1130,CW248,Information Technology Management
1131,CW258,Cybercrime and IT Security
1132,CW268,Computing in Interactive Digital Art and Design
1133,CW438,Construction (options)
1134,CW468,Architectural Technology
1135,CW478,Civil Engineering
1136,CW548,Mechanical Engineering
1137,CW558,Electronic Systems
1138,CW568,Aerospace Engineering
1139,CW578,TV and Media Production
1140,CW708,Law - LLB
1141,CW728,Product Design Innovation
1142,CW748,Early Childhood Education and Care
1143,CW758,Professional Social Care Practice
1144,CW808,Media and Public Relations
1145,CW848,Digital Marketing with Analytics
1146,CW858,Sports Management and Coaching (options portfolio)
1147,CW908,Business (options)
1148,CW938,Business with Law
1149,CW948,Accounting
1150,DB500,Computing
1151,DB501,Computing (Cloud Computing)
1152,DB502,Computing (Data Analytics and Big Data)
1153,DB503,Computing (Software Development)
1154,DB504,Computing (Web and Mobile Technology)
1155,DB510,Audio Production and Music Project Management
1156,DB512,Business Studies
1157,DB514,Business Studies (Law)
1158,DB515,Business Studies (Human Resource Management)
1159,DB516,Financial Services
1160,DB517,Marketing (Event Management)
1161,DB521,Accounting and Finance
1162,DB524,Business (Information Systems)
1163,DB526,Business (Cloud Computing)
1164,DB527,Applied Social Care
1165,DB531,Marketing
1166,DB562,Psychology
1167,DB566,Social Science
1168,DB567,Film and Creative Media
1169,DB568,Law
1170,DB569,Business (Psychology)
1171,DC001,Education - Early Childhood Education
1172,DC002,Education - Primary Teaching
1173,DC003,Education - Primary Teaching - Gaeltacht Applicants
1174,DC004,Education - Primary Teaching (Church of Ireland Centre formerly CICE)
1175,DC009,Arts (Joint Honours) - Humanities
1176,DC010,Post Primary Teacher Education - Religious Education and English
1177,DC011,Post Primary Teacher Education - Religious Education and History
1178,DC012,Post Primary Teacher Education - Religious Education and Music
1179,DC013,Post Primary Teacher Ed - Gaeilge with French/German/Spanish
1180,DC014,BA in Jazz and Contemporary Music Performance (audition)
1181,DC110,Business Studies International
1182,DC111,Business Studies
1183,DC112,Global Business (France)
1184,DC113,Global Business (Germany)
1185,DC114,Global Business (Spain)
1186,DC115,Accounting and Finance
1187,DC116,Global Business (USA)
1188,DC117,Aviation Management / Aviation Management with Pilot Studies
1189,DC118,Gnó agus Gaeilge / Business and Irish
1190,DC119,Global Business (Canada)
1191,DC120,Enterprise Computing
1192,DC121,Computer Applications
1193,DC123,Data Science
1194,DC126,Actuarial Mathematics
1195,DC127,Common Entry into Actuarial and Financial Mathematics
1196,DC131,Communication Studies
1197,DC132,Journalism
1198,DC133,Multimedia
1199,DC155,Applied Language and Translation Studies
1200,DC161,Analytical Science
1201,DC162,Chemical and Pharmaceutical Sciences
1202,DC166,Environmental Science and Technology
1203,DC168,Genetics and Cell Biology
1204,DC175,Physics General Entry (options)
1205,DC181,Biotechnology
1206,DC190,Electronic and Computer Engineering (with choice of four majors)
1207,DC193,Mechatronic Engineering
1208,DC195,Mechanical and Manufacturing Engineering
1209,DC197,Biomedical Engineering
1210,DC200,Common Entry into Engineering (Undenominated Entry)
1211,DC201,Common Entry into Science (Undenominated Entry)
1212,DC202,Sport Science and Health
1213,DC203,Science Education
1214,DC204,Athletic Therapy and Training
1215,DC205,Physical Education with Biology
1216,DC206,Physical Education with Mathematics
1217,DC208,Psychology
1218,DC209,Health and Society
1219,DC215,General Nursing
1220,DC216,Mental Health Nursing
1221,DC217,Intellectual Disability Nursing
1222,DC218,Children`s and General Nursing (Integrated)
1223,DC230,Economics Politics and Law
1224,DC231,International Relations
1225,DC232,Law and Society (BCL)
1226,DC235,Education and Training - Daytime and Flexible Delivery Mode (full-time)
1227,DC238,Social Sciences and Cultural Innovation
1228,DC239,Gaeilge Iriseoireacht agus na Meáin Dhigiteacha
1229,DC240,Marketing Innovation and Technology
1230,DC291,Arts (Joint Honours) - Media Studies
1231,DC292,Arts (Joint Honours) - Law
1232,DC293,Arts (Joint Honours) - International Languages
1233,DC295,Arts (Joint Honours) - Politics
1234,DK810,Accounting and Finance
1235,DK816,Business Studies
1236,DK820,Computing in Games Development
1237,DK821,Computing in Software Development
1238,DK822,Augmented and Virtual Reality
1239,DK830,Building Surveying
1240,DK831,Architectural Technology
1241,DK832,Construction Management
1242,DK843,Engineering (Common Entry)
1243,DK844,Mechanical Engineering
1244,DK845,Electrical & Electronic Engineering
1245,DK846,Civil Engineering
1246,DK850,International Tourism Management
1247,DK860,Music (audition)
1248,DK861,Arts
1249,DK862,Social Care
1250,DK863,Creative Media
1251,DK864,Film and Television Production
1252,DK865,Audio and Music Production
1253,DK870,General Nursing
1254,DK872,Intellectual Disability Nursing
1255,DK874,Mental Health Nursing
1256,DK876,Early Childhood Studies
1257,DK877,Midwifery
1258,DK880,Health and Physical Activity
1259,DK882,Agriculture (Award options)
1260,DK883,Science (Award options)
1261,DK884,Sustainable Agriculture
1262,DK885,Agri-Food Production
1263,DK886,Biopharmaceutical Science
1264,DK887,Environmental Science
1265,DL821,English Media and Cultural Studies
1266,DL822,Arts Management
1267,DL823,Business Management
1268,DL825,Applied Psychology
1269,DL826,Visual Communication Design
1270,DL827,Art
1271,DL828,3D Design Modelmaking and Digital Art
1272,DL829,Design for Stage and Screen (Costume Design)
1273,DL830,Design for Stage and Screen (Character Makeup Design)
1274,DL831,Design for Stage and Screen (Production Design)
1275,DL832,Animation
1276,DL833,Photography
1277,DL834,Film and Television Production
1278,DL836,Creative Computing
1279,DL837,New Media Studies
1280,DL838,Creative Music Production
1281,DL839,Interaction and User Experience Design
1282,DL840,Digital Marketing
1283,DL841,English and Equality Studies
1284,DN100,Architecture
1285,DN120,Landscape Architecture
1286,DN130,City Planning and Environmental Policy
1287,DN150,Engineering (Common Entry)
1288,DN200,Science (options)
1289,DN201,Computer Science (Common Entry)
1290,DN230,Actuarial and Financial Studies
1291,DN240,Sustainability
1292,DN250,Agricultural Science (options)
1293,DN252,Dairy Business
1294,DN253,Agri - Environmental Sciences
1295,DN261,Food Science
1296,DN262,Human Nutrition
1297,DN271,Forestry
1298,DN272,Horticulture Landscape and Sportsturf Management
1299,DN300,Veterinary Medicine - Undergraduate Entry
1300,DN301,Veterinary Medicine - Graduate Entry (GAMSAT required)
1301,DN310,Veterinary Nursing
1302,DN400,Medicine - Undergraduate Entry (HPAT required)
1303,DN401,Medicine - Graduate Entry (GAMSAT required)
1304,DN410,Radiography
1305,DN411,Radiography - Graduate Entry
1306,DN420,Physiotherapy
1307,DN425,Health and Performance Science
1308,DN430,Sport and Exercise Management
1309,DN440,Biomedical Health and Life Sciences
1310,DN450,General Nursing
1311,DN451,Children`s and General Nursing (Integrated)
1312,DN452,Midwifery
1313,DN453,Mental Health Nursing
1314,DN520,Joint Honours (options)
1315,DN530,Humanities (options)
1316,DN541,Modern Languages (options)
1317,DN600,Law (options)
1318,DN610,Business and Law
1319,DN650,Commerce
1320,DN660,Commerce International (options)
1321,DN670,Economics and Finance
1322,DN700,Social Sciences (options)
1323,DN710,Economics
1324,DN720,Psychology
1325,DN750,Social Policy and Sociology
1326,GA181,Accounting
1327,GA182,Business
1328,GA183,Business Information Systems
1329,GA184,Marketing and Sales
1330,GA185,Finance and Economics
1331,GA186,Business with Entrepreneurship
1332,GA187,Rural Enterprise and Agri-Business
1333,GA281,Film and Documentary
1334,GA282,Heritage Studies
1335,GA283,Contemporary Art
1336,GA284,Design
1337,GA285,Education (Art Design and Graphics)
1338,GA380,International Hotel Management
1339,GA381,International Tourism Management
1340,GA382,Culinary and Gastronomic Science
1341,GA384,Event Management with Public Relations
1342,GA480,Construction Management
1343,GA482,Quantity Surveying and Construction Economics
1344,GA483,Architectural Technology
1345,GA484,Civil Engineering
1346,GA580,Software and Electronic Engineering
1347,GA680,Mechanical Engineering
1348,GA681,Energy Engineering
1349,GA682,Biomedical Engineering
1350,GA683,Agricultural Engineering
1351,GA684,Engineering (Common entry to Agri/Biomed/Energy/Mech Eng)
1352,GA685,Manufacturing Engineering Design
1353,GA780,Applied Freshwater and Marine Biology
1354,GA781,Applied Biology and Biopharmaceutical Science
1355,GA782,Chemical and Pharmaceutical Science
1356,GA783,Physics and Instrumentation
1357,GA784,Science (Undenominated)
1358,GA785,Medical Science
1359,GA786,Forensic Science and Analysis
1360,GA787,Computing in Software Development
1361,GA788,Computing and Digital Media
1362,GA789,Agriculture and Environmental Management
1363,GA790,Sport and Exercise Science
1364,GA791,Public Health Nutrition
1365,GA880,General Nursing
1366,GA882,Psychiatric Nursing
1367,GA885,Outdoor Education
1368,GA887,History and Geography
1369,GA889,Applied Social Care
1370,GA890,Early Childhood Education and Care
1371,GA891,Geography and Outdoor Education
1372,GA980,Education (Design Graphics and Construction)
1373,GA984,Furniture Design Making and Technology - Common Entry
1374,GC200,Business Studies
1375,GC201,Accounting and Finance
1376,GC230,Computing Science
1377,GC250,Communications and Media Production
1378,GC300,Business Studies
1379,GC301,Accounting & Finance
1380,GC302,Business Studies - HRM
1381,GC305,International Hospitality Management
1382,GC400,Business Studies
1383,GC401,Accounting and Finance
1384,GC402,Business Studies (HRM)
1385,GC403,Law
1386,GC407,Business Studies (Marketing)
1387,GC430,Computing Science
1388,GC450,Communications and Media Production
1389,GC462,Design Communication (portfolio)
1390,GC489,Interior Architecture (portfolio)
1391,GC494,Fashion Design (portfolio)
1392,GY101,Arts (Joint-Honours)
1393,GY104,Arts (Psychology)
1394,GY105,Arts (History)
1395,GY107,Na Dána (Gaeilge agus Léann an Aistriúcháin)
1396,GY109,Arts (Mathematics and Education)
1397,GY110,Arts with Children`s Studies
1398,GY111,Arts with Creative Writing
1399,GY112,Arts with Film Studies
1400,GY113,Arts with Human Rights
1401,GY115,Arts with Performing Arts Studies
1402,GY118,Arts (Drama Theatre and Performance Studies)
1403,GY119,Arts (Journalism)
1404,GY120,Arts (Child Youth and Family: Policy and Practice)
1405,GY121,Arts (Children`s Studies)
1406,GY122,Na Dána (Cumarsáid agus Gaeilge)
1407,GY123,Applied Social Sciences
1408,GY124,Arts (Arts with Data Science)
1409,GY125,Arts (Digital Arts and Technology)
1410,GY126,Arts (English and Media Studies)
1411,GY127,Arts (Film and Digital Media)
1412,GY128,Arts (Global Languages)
1413,GY129,Arts (International)
1414,GY130,Arts (Music)
1415,GY131,Arts (History and Globalisation Studies)
1416,GY132,Government (Politics Economics and Law)
1417,GY133,Education (Computer Science and Mathematical Studies)
1418,GY134,Geography and Geosystems
1419,GY201,Commerce
1420,GY202,Commerce (International) with French
1421,GY203,Commerce (International) with German
1422,GY204,Commerce (International) with Spanish
1423,GY206,Business Information Systems (Work Placement & Optional Int`l Study)
1424,GY207,Commerce (Accounting) including optional Global Experience year
1425,GY208,Commerce (Gaeilge)
1426,GY209,Commerce (Global Experience)
1427,GY250,Law and Business
1428,GY251,Law (BCL)
1429,GY252,Law (BCL) and Human Rights
1430,GY253,Law and Taxation
1431,GY254,Law (BCL) Criminology and Criminal Justice
1432,GY261,Business Studies (International Hotel Management interview)
1433,GY262,Commerce (International Hotel Management interview)
1434,GY301,Science
1435,GY303,Biomedical Science
1436,GY304,Biotechnology
1437,GY308,Environmental Science
1438,GY309,Financial Mathematics and Economics
1439,GY310,Marine Science
1440,GY313,Environmental Health and Safety
1441,GY314,Earth and Ocean Sciences
1442,GY318,Biopharmaceutical Chemistry
1443,GY319,Mathematical Science
1444,GY320,Physics (Degree options: AppliedAstrophysicsBiomedicalTheoretical)
1445,GY321,Genetics and Genomics
1446,GY350,Computer Science and Information Technology
1447,GY401,Engineering (Undenominated)
1448,GY402,Civil Engineering
1449,GY405,Mechanical Engineering
1450,GY406,Electronic and Computer Engineering
1451,GY408,Biomedical Engineering
1452,GY410,Project and Construction Management
1453,GY413,Energy Systems Engineering
1454,GY414,Electrical and Electronic Engineering
1455,GY501,Medicine (five year/six year course HPAT required)
1456,GY502,Occupational Therapy
1457,GY503,Speech and Language Therapy
1458,GY504,Podiatric Medicine
1459,GY515,General Nursing (Galway and Portiuncula)
1460,GY516,Mental Health Nursing
1461,GY517,Midwifery
1462,ID001,Accounting and Finance
1463,ID002,Business Studies
1464,LC110,Art and Design (Common Entry portfolio)
1465,LC114,Fashion and Textiles for Product and Costume (portfolio)
1466,LC115,Art and Design Teacher Education (portfolio)
1467,LC220,Digital Marketing
1468,LC223,Law and Taxation
1469,LC224,Accounting and Finance
1470,LC225,Marketing and Management
1471,LC226,Enterprise and Innovation
1472,LC233,Software Development
1473,LC234,Interactive Digital Media
1474,LC236,Internet Systems Development
1475,LC239,Computer Networks and Systems Management
1476,LC241,Construction Management
1477,LC242,Property Valuation and Management
1478,LC243,Quantity Surveying
1479,LC248,Built Environment (Common Entry)
1480,LC252,Civil Engineering Management
1481,LC263,Clinical Technology
1482,LC265,Forensic and Pharmaceutical Sciences
1483,LC266,Drug and Medicinal Product Analysis
1484,LC275,Electrical Engineering
1485,LC288,Mechanical Engineering
1486,LC289,Precision Engineering
1487,LC292,Social Care Work
1488,LC293,Business Studies with Travel and Tourism Management
1489,LC294,Business Studies with Event Management
1490,LC295,Business Studies with Sports Management
1491,LC297,Community Development
1492,LC320,Business
1493,LC330,Business with Computing
1494,LC340,Interior Design
1495,LC362,Biotechnology and Biopharmaceutical Sciences
1496,LC371,Creative Broadcast and Film Production
1497,LC372,Music Technology and Production
1498,LC374,Renewable and Electrical Energy Engineering
1499,LC375,Industrial Automation and Robotic Systems
1500,LC376,Electronic Engineering
1501,LC380,Automotive Engineering and Transport Management
1502,LC392,Business Studies in Beauty and Spa Management
1503,LC393,Early Childhood Education and Care
1504,LC401,Early Childhood Education and Care
1505,LC402,Social Care Work
1506,LC408,Environmental Science and Climate
1507,LC414,Data Analytics and Cyber Security
1508,LC416,Business
1509,LC418,Computing - Games Design and Development
1510,LC422,Sports Strength and Conditioning
1511,LC434,Environmental Science and Agriculture
1512,LC502,Game Art and Design (portfolio)
1513,LC517,Creative Media and Design
1514,LC518,Digital Animation Production (portfolio)
1515,LC612,Social Care Work
1516,LC613,Early Childhood Education and Care
1517,LM002,Arts
1518,LM020,Law and Accounting
1519,LM026,Performing Arts (audition required)
1520,LM028,Criminal Justice
1521,LM029,Law Plus
1522,LM038,Psychology and Sociology
1523,LM039,Journalism and Digital Communication
1524,LM040,European Studies
1525,LM044,Applied Languages
1526,LM050,Business Studies (options)
1527,LM056,International Business
1528,LM058,Financial Mathematics
1529,LM063,Technology Management
1530,LM068,Food Science and Health
1531,LM076,Product Design and Technology (portfolio required)
1532,LM077,Aeronautical Engineering
1533,LM082,Construction Management and Engineering
1534,LM089,Sport and Exercise Sciences
1535,LM090,Physical Education with concurrent Teacher Education
1536,LM091,Languages with concurrent Teacher Education
1537,LM092,Science with Teacher Ed (Biology with Physics/Chemistry/Ag Science)
1538,LM093,Equine Science
1539,LM094,Materials and Architectural Technology with concurrent Teacher Education
1540,LM095,Materials and Engineering Technology with concurrent Teacher Education
1541,LM096,Science with Teacher Ed (Physical Sciences with Chemistry and Physics)
1542,LM097,Mathematics and Computer Science with concurrent Teacher Education
1543,LM099,Architecture (portfolio requirement suspended)
1544,LM100,Physiotherapy
1545,LM101,Medicine  - Graduate Entry (GAMSAT required)
1546,LM102,Psychology
1547,LM103,Paramedic Studies (B/C1/C1 Provisional Drivers Licence)
1548,LM115,Chemical and Biochemical Engineering
1549,LM116,Engineering (Biomedical/Civil/Design and Manufacture/Mechanical)
1550,LM118,Electronic and Computer Engineering
1551,LM121,Computer Science (Computer Systems/Games Dev/Mobile Comm Security)
1552,LM122,Creative Media and Interaction Design (Digital Design/Music Media Tech)
1553,LM123,Biological & Chemical Sciences (Biosci/Envir Sci/Ind Bio/IndPharma Chem)
1554,LM124,Mathematics (Math Science/Maths and Physics/Economics and Maths)
1555,LM125,Physics (Applied Physics or Mathematics & Physics)
1556,LM150,General Nursing
1557,LM152,Mental Health Nursing
1558,LM154,Intellectual Disability Nursing
1559,LM156,Midwifery
1560,LY108,Business - Accounting
1561,LY118,Business
1562,LY208,Law
1563,LY228,Sports and Exercise - Common Entry
1564,LY408,Design - Common Entry
1565,LY508,Fire Safety Engineering
1566,LY518,Quantity Surveying
1567,LY528,Construction Management
1568,LY608,Mechanical Engineering
1569,LY618,Electronic Engineering
1570,LY708,Applied Computing
1571,LY748,Computer Science
1572,LY818,Science - Common Entry
1573,LY828,Agriculture - Common Entry
1574,LY908,General Nursing
1575,LY918,Psychiatric Nursing
1576,LY928,Intellectual Disability Nursing
1577,LY968,Early Childhood Care Health and Education
1578,LY978,Health & Social Care - Common Entry
1579,MH001,Education - Primary Teaching (Froebel)
1580,MH002,Education - Primary Teaching - Gaeltacht Applicants (Froebel)
1581,MH101,Arts
